09:04:57 | INFO    | humeo.pipeline | ============================================================
09:05:19 | DEBUG   | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Wed, 22 Apr 2026 01:05:20 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'taylors-xzbbzl'), (b'openai-processing-ms', b'16375'), (b'openai-project', b'proj_dgoPFEE53jZgRxwiL71zeC7q'), (b'openai-version', b'2020-10-01'), (b'Server', b'cloudflare'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'via', b'envoy-router-6f8cd9d6d7-28ghr'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-request-id', b'req_1ee5d0ba72f14441855c789abd32c554'), (b'x-openai-proxy-wasm', b'v0.1'), (b'cf-cache-status', b'DYNAMIC'), (b'set-cookie', b'__cf_bm=ZWMxf70ihXURmNGCiaYHdP2rGZRGDMJIPYrRh0cmcHA-1776819899.9705987-1.0.1.1-UH_SwDsUKvp7OJRKaRdq5qdHBXfJ4lW6k49W9wCDK9F24mGX1PBSlrDaY83JpTJNew_enlJhGHjPzin4gAVrcx6_BlUJykglFkEaKMpxYQ4Tnv9w.z2XpCeDGO9UUAeC; HttpOnly; Secure; Path=/; Domain=api.openai.com; Expires=Wed, 22 Apr 2026 01:35:20 GMT'), (b'X-Content-Type-Options', b'nosniff'), (b'Content-Encoding', b'gzip'), (b'CF-RAY', b'9f00b7b6cebab8b6-SJC'), (b'alt-svc', b'h3=":443"; ma=86400')])
09:05:19 | DEBUG   | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
09:05:19 | DEBUG   | httpcore.http11 | receive_response_body.complete
09:05:19 | DEBUG   | httpcore.http11 | response_closed.started
09:05:19 | DEBUG   | httpcore.http11 | response_closed.complete
09:05:19 | DEBUG   | openai._base_client | HTTP Response: POST https://api.openai.com/v1/audio/transcriptions "200 OK" Headers({'date': 'Wed, 22 Apr 2026 01:05:20 GMT', 'content-type': 'application/json', 'transfer-encoding': 'chunked', 'connection': 'keep-alive', 'access-control-expose-headers': 'X-Request-ID', 'openai-organization': 'taylors-xzbbzl', 'openai-processing-ms': '16375', 'openai-project': 'proj_dgoPFEE53jZgRxwiL71zeC7q', 'openai-version': '2020-10-01', 'server': 'cloudflare', 'strict-transport-security': 'max-age=31536000; includeSubDomains; preload', 'via': 'envoy-router-6f8cd9d6d7-28ghr', 'x-ratelimit-limit-requests': '5000', 'x-ratelimit-remaining-requests': '4999', 'x-ratelimit-reset-requests': '12ms', 'x-request-id': 'req_1ee5d0ba72f14441855c789abd32c554', 'x-openai-proxy-wasm': 'v0.1', 'cf-cache-status': 'DYNAMIC', 'set-cookie': '__cf_bm=ZWMxf70ihXURmNGCiaYHdP2rGZRGDMJIPYrRh0cmcHA-1776819899.9705987-1.0.1.1-UH_SwDsUKvp7OJRKaRdq5qdHBXfJ4lW6k49W9wCDK9F24mGX1PBSlrDaY83JpTJNew_enlJhGHjPzin4gAVrcx6_BlUJykglFkEaKMpxYQ4Tnv9w.z2XpCeDGO9UUAeC; HttpOnly; Secure; Path=/; Domain=api.openai.com; Expires=Wed, 22 Apr 2026 01:35:20 GMT', 'x-content-type-options': 'nosniff', 'content-encoding': 'gzip', 'cf-ray': '9f00b7b6cebab8b6-SJC', 'alt-svc': 'h3=":443"; ma=86400'})
09:05:19 | DEBUG   | openai._base_client | request_id: req_1ee5d0ba72f14441855c789abd32c554
09:05:20 | INFO    | humeo.ingest | Transcribing chunk 2/2 (527.9s-1055.7s)
09:05:20 | DEBUG   | openai._base_client | Request options: {'method': 'post', 'url': '/audio/transcriptions', 'headers': {'Content-Type': 'multipart/form-data'}, 'files': [('file', SerializationIterator(index=0, iterator=SerializationIterator(index=0, iterator=<_io.BufferedReader name='c:\\Users\\HP\\new shortform\\.humeo_work_videoplayback1\\openai_transcribe\\source_audio_part_002.wav'>)))], 'idempotency_key': 'stainless-python-retry-c1cdef6e-bdb4-4df5-b5d4-2f51888835be', 'content': None, 'json_data': {'model': 'whisper-1', 'response_format': 'verbose_json', 'timestamp_granularities': ['word', 'segment']}}
09:05:20 | DEBUG   | openai._base_client | Sending HTTP Request: POST https://api.openai.com/v1/audio/transcriptions
09:05:20 | DEBUG   | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
09:05:20 | DEBUG   | httpcore.http11 | send_request_headers.complete
09:05:20 | DEBUG   | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
09:05:23 | DEBUG   | httpcore.http11 | send_request_body.complete
09:05:23 | DEBUG   | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
09:05:49 | DEBUG   | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Wed, 22 Apr 2026 01:05:49 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'taylors-xzbbzl'), (b'openai-processing-ms', b'25737'), (b'openai-project', b'proj_dgoPFEE53jZgRxwiL71zeC7q'), (b'openai-version', b'2020-10-01'), (b'Server', b'cloudflare'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'via', b'envoy-router-6f65c46f88-zzsz6'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-request-id', b'req_82361fc0649e43d783d9c4c612b11eae'), (b'x-openai-proxy-wasm', b'v0.1'), (b'cf-cache-status', b'DYNAMIC'), (b'X-Content-Type-Options', b'nosniff'), (b'Content-Encoding', b'gzip'), (b'CF-RAY', b'9f00b836fb79b8b6-SJC'), (b'alt-svc', b'h3=":443"; ma=86400')])
09:05:49 | DEBUG   | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
09:05:49 | DEBUG   | httpcore.http11 | receive_response_body.complete
09:05:49 | DEBUG   | httpcore.http11 | response_closed.started
09:05:49 | DEBUG   | httpcore.http11 | response_closed.complete
09:05:49 | DEBUG   | openai._base_client | HTTP Response: POST https://api.openai.com/v1/audio/transcriptions "200 OK" Headers({'date': 'Wed, 22 Apr 2026 01:05:49 GMT', 'content-type': 'application/json', 'transfer-encoding': 'chunked', 'connection': 'keep-alive', 'access-control-expose-headers': 'X-Request-ID', 'openai-organization': 'taylors-xzbbzl', 'openai-processing-ms': '25737', 'openai-project': 'proj_dgoPFEE53jZgRxwiL71zeC7q', 'openai-version': '2020-10-01', 'server': 'cloudflare', 'strict-transport-security': 'max-age=31536000; includeSubDomains; preload', 'via': 'envoy-router-6f65c46f88-zzsz6', 'x-ratelimit-limit-requests': '5000', 'x-ratelimit-remaining-requests': '4999', 'x-ratelimit-reset-requests': '12ms', 'x-request-id': 'req_82361fc0649e43d783d9c4c612b11eae', 'x-openai-proxy-wasm': 'v0.1', 'cf-cache-status': 'DYNAMIC', 'x-content-type-options': 'nosniff', 'content-encoding': 'gzip', 'cf-ray': '9f00b836fb79b8b6-SJC', 'alt-svc': 'h3=":443"; ma=86400'})
09:05:49 | DEBUG   | openai._base_client | request_id: req_82361fc0649e43d783d9c4c612b11eae
09:05:49 | INFO    | humeo.pipeline | --- STAGE 2: CLIP SELECTION ---
09:05:49 | INFO    | humeo.clip_selector | openrouter clip selection (model=google/gemini-3.1-flash-lite-preview, candidate_pool=12, temp=0.70)...
